Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality,AQI,Green_Cover
22.7,76.8,12.9,15.2,21.9,4.9,0.99,18.6,410,Good,71.0,38.85
38.2,67.7,5.3,19.4,29.2,10.6,2.25,6.1,514,Poor,236.0,12.88
28.0,63.6,2.8,6.3,27.8,7.9,0.91,11.8,344,Good,60.0,40.52
33.5,90.8,7.0,14.0,31.1,9.1,1.77,6.9,672,Poor,224.0,24.48
24.0,86.1,27.9,40.8,17.3,7.3,1.36,9.9,491,Moderate,152.0,26.04
40.3,83.10817375640454,9.7,27.6,47.8,10.1,2.58,2.5,799,Hazardous,405.0,17.24
30.1,80.9,4.6,15.3,29.6,9.6,1.71,5.2,332,Moderate,101.0,29.63
32.2,58.5,2.2,19.5,27.8,7.9,1.77,7.8,356,Moderate,102.0,26.68
27.9,47.4,9.0,14.2,19.9,9.0,1.06,10.5,428,Good,79.0,39.49
47.0,74.1,8.6,24.1,29.1,14.0,0.99,9.0,643,Poor,388.0,24.32
25.2,76.3,0.9,6.0,22.9,5.5,0.88,18.6,590,Good,98.0,36.77
31.8,59.8,25.6,30.9,18.7,4.6,1.09,10.1,326,Good,75.0,43.02
25.1,47.4,1.9,6.0,24.0,8.4,1.0,10.9,265,Good,92.0,50.37
18.8,72.3,8.8,12.2,18.7,3.2,0.85,13.1,498,Good,91.0,32.91
26.1,60.2,7.8,18.9,22.7,11.4,1.63,11.4,551,Moderate,121.0,40.97
30.8,66.5,15.7,21.5,23.8,0.7,1.54,6.6,528,Moderate,188.0,23.46
18.9,51.4,7.2,17.2,18.5,5.8,1.44,5.7,321,Moderate,116.0,33.11
42.0,63.2,36.7,69.0,39.7,11.9,2.49,3.4,798,Hazardous,467.0,29.77
31.0,50.1,6.8,20.9,17.7,12.8,1.7,5.1,328,Moderate,140.0,42.37
31.6,61.9,46.9,46.9,17.9,4.0,1.46,5.4,339,Moderate,190.0,36.63
23.5,51.9,5.2,15.0,14.4,0.5,1.41,5.9,475,Moderate,165.0,28.82
21.9,80.0,1.1,6.0,21.8,11.4,1.77,6.5,642,Moderate,124.0,25.15
30.7,79.1,23.2,25.8,13.5,5.5,0.98,10.1,456,Good,87.0,27.96
19.2,66.2,16.4,44.9,18.8,7.1,2.25,4.4,799,Poor,233.0,17.5
23.0,53.6,0.3,4.9,24.6,4.8,1.02,10.3,581,Good,99.0,37.46
21.5,83.1,19.3,25.4,12.9,3.2,1.13,10.5,335,Good,49.0,50.14
29.4,60.4,10.7,14.9,11.2,2.4,1.03,11.2,363,Good,87.0,46.34
30.0,78.1,38.4,55.7,30.8,16.4,1.45,5.9,739,Poor,288.0,27.21
22.1,79.6,1.6,4.1,20.1,3.8,1.02,14.7,376,Good,52.0,57.48
23.7,67.7,23.3,31.0,21.2,5.1,1.04,10.3,514,Good,93.0,36.81
28.0,52.1,54.3,60.1,14.7,9.3,1.03,13.8,268,Good,85.0,48.8
22.3,51.5,2.8,8.6,26.9,8.4,0.96,10.5,370,Good,40.0,57.11
28.6,50.0,2.4,8.1,24.5,4.3,1.71,7.3,337,Moderate,164.0,43.65
27.3,71.6,30.3,35.3,27.8,6.6,1.03,11.2,237,Good,80.0,44.98
28.9,62.3,5.1,10.3,14.3,5.8,0.82,14.5,368,Good,79.0,57.23
29.3,86.7,18.2,32.5,29.2,12.9,1.4,5.5,552,Moderate,121.0,16.06
40.5,76.1,52.1,80.9,35.7,10.5,2.88,7.3,640,Hazardous,431.0,15.29
30.7,75.8,37.3,50.0,26.0,13.6,1.34,5.9,415,Moderate,112.0,17.07
29.4,61.4,29.6,50.2,37.0,11.4,1.89,4.7,497,Poor,317.0,23.57
21.2,52.0,0.2,3.9,17.9,4.5,0.95,10.5,278,Good,35.0,41.62
36.1,69.4,8.3,18.9,21.2,16.6,1.1,5.1,602,Moderate,112.0,23.49
25.6,51.5,35.5,40.7,32.2,-1.7,1.35,7.3,378,Moderate,131.0,32.59
24.9,58.5,2.6,7.2,11.8,8.0,0.98,10.8,299,Good,100.0,48.98
31.1,68.6,32.4,43.0,22.2,14.1,2.06,3.9,417,Poor,352.0,20.76
37.4,51.2,75.2,85.4,25.4,8.6,1.66,5.3,450,Moderate,174.0,18.71
28.9,67.0,2.1,5.9,18.9,5.9,1.08,11.4,416,Good,42.0,25.23
36.2,83.2,64.0,75.6,28.3,12.1,2.28,8.0,732,Poor,319.0,12.11
33.3,76.1,2.6,10.2,24.8,9.9,1.35,6.7,321,Moderate,198.0,36.81
26.8,63.4,52.9,63.6,26.9,9.0,1.39,5.6,324,Moderate,105.0,41.65
48.3,84.15418001965458,68.6,89.2,51.8,20.4,3.36,3.3,685,Hazardous,497.0,19.46
27.7,59.6,6.5,10.3,15.1,6.5,1.0,11.5,314,Good,50.0,50.43
26.1,68.6,8.8,14.4,16.9,1.3,1.06,11.3,424,Good,92.0,43.04
27.2,51.0,4.2,8.7,11.4,6.1,1.01,10.2,469,Good,82.0,29.99
26.3,69.2,84.0,93.8,21.7,4.8,1.46,6.5,404,Moderate,124.0,28.93
24.7,46.6,22.0,28.7,14.5,5.4,1.18,11.2,463,Good,54.0,37.77
33.6,74.3,16.1,36.2,40.1,18.0,2.24,3.4,655,Poor,306.0,26.48
33.2,66.6,0.0,8.7,33.6,2.4,1.79,5.6,535,Moderate,101.0,15.67
20.0,48.7,1.9,10.8,24.1,4.0,1.13,10.9,448,Good,100.0,33.27
20.2,59.0,11.5,16.7,19.3,7.2,0.99,10.4,393,Good,98.0,58.41
31.1,66.0,4.5,6.0,24.2,7.7,1.57,6.4,694,Moderate,118.0,12.03
22.4,59.7,0.6,8.0,19.9,4.5,0.99,11.1,484,Good,60.0,37.38
36.5,89.2,40.9,61.0,25.0,1.8,1.85,3.5,687,Poor,312.0,19.69
22.4,50.7,13.6,19.0,17.9,8.7,1.12,11.1,265,Good,65.0,41.71
36.0,71.3,5.3,25.4,33.0,14.6,1.73,5.2,677,Moderate,165.0,23.29
29.7,72.5,1.6,14.0,33.4,9.4,1.72,6.6,315,Moderate,113.0,33.1
30.4,80.4,2.7,21.0,38.4,14.3,3.11,3.3,856,Hazardous,452.0,23.41
35.3,92.3,13.3,24.1,32.6,10.4,1.87,4.0,623,Poor,218.0,10.19
18.0,81.6,20.5,23.8,25.4,17.4,1.67,10.3,551,Moderate,110.0,25.16
40.5,69.4,26.4,34.8,33.4,25.1,1.62,5.0,501,Poor,384.0,16.15
24.5,68.7,2.6,8.3,18.2,7.2,0.77,10.4,253,Good,95.0,41.63
36.4,86.39772969152963,10.8,33.1,38.8,13.1,2.07,4.1,556,Poor,226.0,19.2
39.1,59.5,47.6,57.2,30.6,16.8,1.89,3.8,450,Poor,323.0,28.67
34.7,81.2,9.6,29.2,29.5,14.5,2.26,2.5,803,Hazardous,492.0,28.54
34.9,71.7,9.3,19.4,34.4,7.3,1.57,6.4,577,Moderate,181.0,12.86
36.2,87.79089142750992,28.3,47.0,46.8,23.3,1.99,3.0,485,Hazardous,557.0,18.29
33.7,81.14427443000578,45.3,66.0,34.5,20.1,2.29,4.6,897,Hazardous,442.0,28.03
39.3,64.7,22.6,34.4,38.1,12.2,1.77,3.4,406,Poor,202.0,13.17
38.9,80.0,53.4,66.4,42.4,23.0,2.19,5.6,695,Poor,295.0,17.3
28.6,50.1,3.2,15.6,26.6,4.9,1.6,5.5,566,Moderate,145.0,18.88
20.2,54.7,25.8,33.6,21.1,6.7,1.06,10.4,598,Good,95.0,43.89
33.1,72.0,30.3,48.8,30.8,11.8,1.12,6.2,341,Moderate,163.0,44.48
41.0,80.9,27.8,56.5,43.4,23.8,2.95,8.4,556,Hazardous,595.0,27.71
28.5,50.7,27.0,32.5,18.0,5.1,1.04,10.3,396,Good,72.0,44.56
20.2,55.1,13.6,10.7,23.6,5.0,0.99,12.0,585,Good,53.0,44.48
29.4,68.1,6.8,22.0,19.5,15.0,1.4,5.2,361,Moderate,106.0,30.5
23.5,75.6,9.5,14.1,25.4,6.2,1.03,11.0,239,Good,98.0,41.85
41.1,78.84185916012532,6.9,30.9,37.1,16.4,2.45,3.4,750,Hazardous,423.0,29.59
33.2,83.56751345850213,14.7,20.5,36.6,14.2,1.53,8.4,509,Poor,345.0,23.75
27.5,40.4,9.0,14.2,15.8,4.5,1.16,10.3,373,Good,47.0,53.37
29.9,48.7,16.4,18.6,16.7,5.8,1.1,13.6,471,Good,59.0,44.57
25.0,54.9,3.4,8.8,22.1,5.1,0.85,11.1,465,Good,63.0,37.5
30.0,76.4,16.2,18.9,15.9,6.3,1.05,12.3,315,Good,72.0,55.06
23.3,49.1,1.6,6.7,16.1,3.8,1.06,10.3,222,Good,78.0,50.85
35.1,60.9,5.0,12.2,19.3,20.0,1.5,5.9,576,Moderate,115.0,29.09
24.7,65.1,1.2,4.0,23.4,3.1,1.03,11.1,461,Good,62.0,27.26
23.5,50.8,5.5,10.7,26.4,4.1,0.8,11.3,383,Good,49.0,48.2
27.7,68.1,11.0,19.6,21.2,9.0,1.33,5.7,420,Moderate,198.0,25.52
39.8,63.6,5.0,19.4,25.1,7.4,2.27,4.5,681,Poor,290.0,22.47
43.1,69.1,2.4,16.6,30.0,12.2,2.08,5.9,657,Poor,270.0,22.61
31.0,65.1,7.6,8.9,23.4,4.2,1.11,13.7,580,Good,86.0,34.14
23.5,74.6,0.3,6.6,16.8,3.9,1.22,13.1,491,Good,84.0,38.15
40.7,64.4,4.0,16.3,30.0,11.1,1.55,6.8,504,Moderate,104.0,25.91
47.0,81.4677898624254,104.7,108.8,43.9,31.4,3.08,7.7,494,Hazardous,497.0,19.38
27.6,83.3,128.5,138.4,27.9,4.9,1.17,5.1,571,Moderate,132.0,20.01
34.9,68.1,14.5,27.0,31.2,19.5,2.11,4.4,726,Poor,373.0,20.82
27.7,62.4,0.2,4.6,15.3,5.7,1.06,13.3,239,Good,35.0,55.35
36.0,51.6,59.9,82.8,30.5,18.0,1.98,5.3,784,Poor,231.0,26.83
28.9,48.1,2.2,5.6,23.1,5.9,1.09,10.6,465,Good,40.0,39.46
30.2,62.7,3.8,11.4,13.6,7.5,1.02,15.0,270,Good,47.0,56.09
22.6,61.0,18.8,25.7,15.0,2.2,1.02,14.7,298,Good,59.0,42.09
32.2,85.6340572949216,3.0,12.3,32.2,5.5,1.38,6.6,485,Poor,333.0,24.16
32.6,92.5,5.4,10.9,26.2,12.9,1.32,5.6,377,Moderate,116.0,40.92
35.4,68.8,29.2,40.7,32.6,8.8,1.74,5.6,650,Moderate,153.0,10.54
23.6,40.4,10.7,14.1,26.6,7.4,1.03,14.7,319,Good,99.0,58.41
24.9,82.9,3.7,17.6,36.7,29.1,1.72,6.9,536,Poor,211.0,21.9
29.0,79.7,92.7,112.4,33.2,6.9,1.84,14.0,785,Poor,298.0,35.1
32.2,79.5,52.1,54.7,20.3,9.3,1.67,8.5,448,Moderate,110.0,11.81
39.5,88.62311639245632,32.6,51.0,37.1,28.6,1.8,4.4,654,Poor,280.0,16.67
31.6,59.5,9.4,14.6,29.8,10.6,1.31,6.3,344,Moderate,118.0,27.42
29.1,68.0,37.5,47.0,30.1,7.9,1.63,7.1,516,Moderate,101.0,13.94
25.9,76.7,13.8,17.9,17.4,5.0,1.2,10.3,251,Good,65.0,40.76
20.9,42.5,1.8,5.2,13.0,5.8,1.01,10.7,297,Good,93.0,57.34
36.5,77.12025041107589,115.9,128.0,27.8,30.8,2.22,4.9,510,Poor,230.0,17.38
32.3,86.82723341596018,52.9,67.1,29.6,9.2,2.44,3.9,534,Poor,367.0,22.49
35.0,58.7,0.6,7.1,19.9,13.2,1.58,5.1,361,Moderate,176.0,39.04
28.3,71.1,16.1,19.8,19.0,3.2,0.97,10.1,256,Good,57.0,44.28
20.5,62.5,5.4,8.9,25.7,8.0,1.12,10.7,463,Good,78.0,33.4
26.8,45.7,2.3,8.2,17.9,5.6,0.88,15.4,440,Good,46.0,40.82
17.2,64.4,42.7,48.7,20.8,5.9,1.08,12.6,569,Good,50.0,35.52
26.8,48.9,32.6,34.3,17.4,5.7,0.92,10.6,233,Good,60.0,49.25
33.5,89.03373056807747,22.1,41.0,41.6,15.7,2.17,4.4,596,Poor,223.0,17.93
31.4,76.6,2.3,7.9,24.4,7.6,1.01,13.1,570,Good,66.0,27.84
37.2,69.3,120.7,129.3,43.4,12.5,1.93,9.0,529,Poor,375.0,25.74
45.9,56.9,59.1,79.3,46.9,4.4,1.94,2.8,763,Hazardous,484.0,19.42
28.1,67.8,2.0,6.9,21.5,1.1,0.85,11.0,344,Good,70.0,52.26
23.1,67.0,2.3,8.1,18.7,7.7,1.13,10.7,543,Good,68.0,31.6
30.3,51.2,7.3,18.8,26.3,14.1,1.39,5.2,624,Moderate,147.0,14.1
45.7,87.36284999839967,2.0,21.9,31.0,10.0,2.0,4.3,477,Poor,240.0,15.33
16.4,40.9,25.0,28.3,19.1,4.0,1.15,12.5,459,Good,85.0,25.8
24.5,50.7,1.4,8.1,15.3,2.4,1.02,10.6,258,Good,59.0,57.45
27.8,88.2825115920844,27.2,34.4,40.4,18.4,2.06,4.7,611,Poor,243.0,27.95
26.8,72.5,20.7,35.2,18.5,13.2,1.72,5.4,662,Moderate,126.0,23.46
41.1,86.1,15.8,34.3,34.9,17.5,1.88,5.0,716,Poor,331.0,29.5
29.1,71.8,1.6,3.0,23.7,5.6,1.05,12.2,514,Good,76.0,44.51
31.0,74.1,11.1,14.5,20.9,9.9,0.86,14.4,353,Good,69.0,47.36
35.2,71.9,0.7,5.3,26.6,5.2,0.98,11.2,442,Good,83.0,36.02
25.4,74.2,7.8,13.0,28.0,9.8,0.97,12.3,308,Good,65.0,56.33
26.6,63.6,8.9,13.5,30.8,7.9,1.0,13.5,221,Good,68.0,40.33
24.4,79.3,12.9,18.3,26.1,5.6,1.2,21.7,449,Good,37.0,36.07
42.9,78.2024362184954,37.2,58.6,25.6,12.3,1.95,6.7,490,Poor,211.0,14.88
40.4,65.1,33.1,55.6,35.3,17.9,1.82,5.3,440,Poor,293.0,25.01
37.5,87.0,43.4,58.7,43.7,21.8,1.79,8.2,484,Poor,272.0,23.3
26.5,60.4,14.5,17.0,23.4,8.0,1.13,12.5,396,Good,85.0,56.72
27.6,73.5,18.0,24.3,24.2,5.3,0.8,17.7,311,Good,78.0,53.01
21.0,54.3,7.5,11.7,19.5,4.4,1.05,10.1,569,Good,49.0,33.35
44.1,89.4,18.7,39.9,29.3,18.1,1.87,4.2,450,Poor,281.0,29.24
27.5,69.5,2.4,10.0,22.2,5.8,0.99,11.1,462,Good,92.0,42.51
34.5,45.9,2.7,8.0,28.5,4.4,0.94,12.3,384,Good,82.0,54.56
24.7,78.0,9.3,13.9,19.3,2.4,0.92,10.7,599,Good,82.0,28.59
20.9,68.0,3.9,11.2,19.7,5.9,1.05,14.3,416,Good,62.0,38.31
17.8,57.7,1.2,6.8,27.1,3.0,0.95,10.9,453,Good,62.0,35.05
35.1,75.6,2.8,21.0,31.9,5.9,2.06,5.5,766,Poor,391.0,19.94
43.6,80.85686019005513,64.7,85.9,38.6,4.5,2.72,5.8,676,Hazardous,432.0,24.72
23.9,70.2,4.1,6.0,24.0,1.8,1.03,12.2,458,Good,78.0,26.16
48.8,85.30808594299937,25.5,50.1,37.5,38.7,2.87,3.0,544,Hazardous,431.0,14.52
25.4,50.5,19.2,26.3,13.7,7.8,0.99,12.0,317,Good,98.0,48.01
29.4,51.6,29.3,40.2,27.9,11.2,1.72,5.8,591,Moderate,106.0,25.36
30.6,61.9,1.1,5.2,21.0,7.4,0.93,10.5,406,Good,67.0,32.9
26.9,63.4,4.7,10.2,19.4,7.5,1.03,11.0,368,Good,69.0,48.5
28.6,59.7,26.2,52.2,32.7,7.1,2.04,4.0,769,Poor,353.0,14.59
31.4,70.0,19.8,30.5,28.6,13.3,1.86,14.6,364,Moderate,114.0,57.64
43.7,83.8,14.1,54.0,41.9,20.5,2.47,2.9,914,Hazardous,444.0,11.49
29.9,87.3587581069059,16.2,29.3,35.5,18.2,1.85,3.4,444,Poor,378.0,29.66
24.7,65.4,0.0,2.3,21.9,3.9,0.99,13.7,410,Good,88.0,30.84
23.9,69.1,18.2,24.0,21.1,2.1,0.94,10.1,373,Good,90.0,53.24
42.1,80.6,30.9,41.8,36.9,12.0,2.09,4.3,437,Poor,314.0,22.57
22.2,77.94906412194182,13.2,35.8,24.0,12.6,1.54,3.8,471,Poor,293.0,17.31
42.1,74.0,3.9,21.4,34.4,20.7,1.69,3.7,611,Poor,377.0,25.07
23.6,45.6,7.9,9.2,20.8,6.9,1.19,11.1,521,Good,64.0,38.45
32.0,80.41795469035463,28.6,41.8,38.3,23.0,2.11,6.4,435,Poor,231.0,15.78
30.5,76.2,9.3,19.7,32.2,6.5,1.97,6.6,424,Moderate,102.0,13.65
33.9,74.7,3.5,15.2,31.0,10.9,1.41,7.2,678,Moderate,139.0,23.02
39.0,84.28950740118128,66.6,99.7,45.6,15.2,2.2,5.5,613,Hazardous,413.0,10.7
37.6,87.7,13.4,32.0,30.3,13.1,2.41,7.9,825,Poor,244.0,18.86
33.9,72.8,22.7,30.8,26.1,15.3,1.98,5.6,598,Moderate,106.0,10.13
33.2,62.2,6.3,15.7,19.0,1.1,1.14,11.3,546,Good,96.0,31.68
43.5,71.9,25.1,44.1,38.4,18.8,1.8,6.2,569,Poor,230.0,10.17
56.5,77.34384654266198,74.6,93.9,36.9,22.2,2.2,3.6,690,Hazardous,464.0,27.76
21.0,85.6283229914549,37.7,55.3,33.5,13.6,1.52,4.1,722,Poor,227.0,25.63
43.6,89.8,21.3,35.6,49.9,19.8,2.72,7.0,614,Hazardous,532.0,27.92
32.7,82.0,64.9,78.4,30.5,-1.9,1.93,3.4,766,Poor,270.0,13.16
31.7,59.3,6.9,16.7,29.4,7.0,1.37,11.9,323,Moderate,114.0,53.38
29.7,61.8,1.6,5.1,15.1,5.9,0.99,11.7,336,Good,34.0,51.13
23.6,69.5,2.6,7.0,19.5,6.3,1.12,14.7,512,Good,48.0,31.22
25.6,72.6,7.9,10.6,16.8,7.8,0.9,16.8,376,Good,74.0,56.53
30.2,74.5,18.3,25.0,23.3,4.2,0.87,12.0,499,Good,35.0,40.67
26.0,78.8,27.6,42.3,30.9,6.3,1.79,7.7,584,Moderate,170.0,10.3
34.4,90.0,4.9,16.4,14.6,12.6,1.71,6.8,488,Poor,318.0,23.88
34.1,61.4,6.8,16.3,41.3,15.3,1.57,7.3,624,Moderate,165.0,22.93
28.9,74.7,8.0,19.1,28.9,1.5,1.56,8.5,541,Moderate,105.0,17.45
40.9,81.05868340378734,3.4,26.7,44.6,10.2,1.75,3.7,759,Poor,256.0,18.63
29.1,79.2,3.8,12.6,29.2,-0.5,1.7,6.0,436,Moderate,158.0,25.46
39.2,70.1,27.4,40.3,41.0,11.1,1.91,3.6,511,Poor,219.0,24.58
29.1,68.1,0.7,5.2,23.4,3.9,0.84,12.6,353,Good,35.0,59.92
42.0,92.6,10.8,29.5,47.4,35.7,2.21,5.5,770,Hazardous,439.0,19.69
33.3,54.3,21.3,33.9,23.6,2.9,1.35,5.2,585,Moderate,155.0,25.02
27.1,64.1,4.0,16.0,38.1,15.2,1.9,3.5,723,Poor,236.0,19.95
29.5,53.9,37.4,50.4,24.1,5.2,1.47,5.1,679,Moderate,111.0,27.52
31.8,68.3,29.4,39.1,23.0,5.8,1.76,6.2,463,Moderate,126.0,27.14
23.4,69.5,5.8,12.1,19.5,7.8,1.02,12.6,412,Good,60.0,28.63
27.3,42.1,0.8,9.0,26.0,9.1,1.11,10.9,201,Good,85.0,41.5
28.8,79.7,8.8,20.2,23.1,6.5,1.48,7.5,350,Moderate,150.0,34.5
44.9,66.4,10.6,34.3,38.5,19.3,2.53,3.0,575,Hazardous,411.0,10.26
33.0,89.94269951672963,68.7,92.0,30.2,27.9,3.01,5.3,400,Poor,258.0,13.62
43.0,64.7,12.3,21.3,29.6,6.6,1.72,7.1,619,Moderate,188.0,18.07
26.5,84.5252849039037,68.7,77.0,33.2,12.9,2.05,4.7,671,Poor,321.0,28.12
37.5,88.81368448845812,38.5,45.1,32.7,14.6,1.74,4.0,454,Poor,237.0,23.05
22.9,71.8,2.8,10.5,21.4,3.0,1.04,11.6,520,Good,44.0,32.95
33.0,51.4,15.6,27.7,30.0,10.2,1.08,6.7,644,Moderate,132.0,13.02
30.3,68.3,18.8,29.0,23.9,11.2,1.47,9.6,456,Moderate,146.0,24.84
24.4,60.9,1.1,2.1,24.4,4.2,1.09,12.6,350,Good,75.0,53.43
21.0,48.4,2.0,7.4,13.3,6.4,1.12,10.1,237,Good,54.0,53.78
23.7,66.3,9.6,17.0,16.6,8.0,1.07,11.3,516,Good,97.0,31.51
20.0,71.0,15.6,21.0,20.0,6.0,0.89,14.4,575,Good,61.0,35.1
29.3,77.9,37.0,47.7,29.1,15.4,2.14,3.5,691,Poor,205.0,14.38
31.5,50.3,4.3,14.8,20.3,12.9,1.61,9.0,677,Moderate,110.0,20.48
33.8,72.5,24.5,36.1,26.7,7.3,1.36,7.0,433,Moderate,168.0,17.79
27.8,43.3,19.8,24.5,12.0,4.3,0.96,12.7,404,Good,95.0,34.58
30.1,77.43820542177447,2.8,10.3,21.4,13.3,1.32,5.1,333,Moderate,122.0,42.74
44.2,80.93917399154222,1.7,26.7,33.5,24.5,2.43,4.1,581,Hazardous,463.0,24.02
20.7,73.0,5.6,14.0,12.1,5.9,0.9,13.9,425,Good,44.0,44.69
26.6,62.2,0.2,5.9,16.5,2.8,0.88,11.0,444,Good,38.0,35.09
42.2,63.3,15.2,38.9,23.5,24.1,2.27,13.2,467,Poor,214.0,28.0
27.4,62.4,1.4,4.2,17.7,3.1,1.04,10.9,577,Good,60.0,25.39
41.7,76.5,3.2,19.6,49.5,24.5,1.92,8.2,698,Hazardous,537.0,16.9
30.1,74.1,28.6,43.6,25.6,24.2,2.19,4.7,450,Poor,266.0,13.36
30.6,72.7,5.2,8.5,26.0,12.3,1.1,6.1,493,Moderate,117.0,24.54
20.3,66.0,3.3,10.1,23.4,5.0,0.81,10.8,291,Good,74.0,50.14
23.2,67.2,8.0,14.3,25.1,14.3,1.57,5.4,456,Moderate,115.0,21.06
31.9,78.1,16.7,30.3,29.4,9.0,1.76,5.3,671,Moderate,124.0,26.13
35.4,55.6,72.1,81.2,33.4,12.6,1.71,5.0,296,Moderate,118.0,44.28
32.6,61.2,66.7,75.0,20.2,7.4,1.86,6.3,639,Moderate,107.0,12.82
28.4,76.8,22.0,33.3,20.4,10.9,1.46,5.8,552,Moderate,144.0,26.14
37.3,63.1,59.5,69.4,25.2,12.7,1.48,8.3,431,Moderate,102.0,19.45
35.7,60.6,2.9,11.2,30.8,14.4,1.36,10.0,627,Moderate,109.0,13.37
44.4,73.7,48.6,59.1,43.7,23.9,3.15,6.3,841,Hazardous,471.0,10.04
31.5,73.6,55.0,68.7,22.3,12.5,1.35,6.2,417,Moderate,121.0,25.56
23.3,50.4,6.4,13.1,26.7,3.8,1.13,12.3,237,Good,95.0,42.74
23.8,48.8,19.9,25.8,26.2,5.6,0.83,10.4,403,Good,75.0,37.12
27.8,79.0,72.5,89.7,30.3,6.2,1.81,5.2,432,Moderate,122.0,22.52
47.0,76.71596095648172,4.5,19.7,40.4,8.7,2.69,3.2,739,Hazardous,468.0,20.44
34.4,82.92082456020533,5.1,17.4,20.9,10.0,2.06,3.7,689,Poor,229.0,22.9
23.6,49.1,17.4,24.3,25.4,2.0,0.91,12.3,433,Good,66.0,32.32
31.5,87.27017170146632,4.6,9.8,32.5,21.3,1.9,6.2,786,Poor,333.0,18.51
26.8,54.4,2.0,8.9,22.9,1.5,0.96,19.2,588,Good,69.0,29.8
41.2,86.9,26.7,40.8,39.5,-0.2,1.62,5.6,783,Poor,323.0,24.04
25.9,68.0,6.0,9.8,26.5,7.9,1.15,10.8,575,Good,63.0,33.48
38.1,84.3,5.4,4.6,35.0,28.2,2.68,5.1,455,Hazardous,510.0,17.46
31.7,88.3,13.1,26.0,33.2,18.5,2.09,4.5,722,Poor,235.0,13.1
43.5,91.7,43.6,71.4,30.7,18.7,2.92,4.7,873,Hazardous,401.0,23.82
30.5,87.9,28.4,38.1,29.2,15.2,1.76,5.0,496,Moderate,130.0,26.97
21.8,55.6,11.2,20.6,13.5,6.4,1.05,10.8,577,Good,92.0,38.08
24.1,45.5,31.0,35.5,18.3,4.0,0.91,10.4,396,Good,98.0,56.28
28.4,83.9,28.4,32.2,33.5,9.0,1.74,6.0,425,Moderate,173.0,29.14
26.6,42.9,6.1,9.5,25.0,4.6,1.02,10.7,221,Good,95.0,53.17
19.2,73.8,4.1,7.2,14.3,4.0,1.1,10.7,448,Good,91.0,26.02
42.9,58.5,35.8,48.5,33.7,23.2,2.0,5.7,455,Poor,276.0,27.0
26.0,64.6,1.1,9.2,14.1,5.2,0.72,10.1,246,Good,87.0,57.18
24.0,67.8,1.3,7.0,15.6,3.0,0.98,12.1,415,Good,47.0,28.56
40.0,70.3,47.8,56.7,32.4,25.1,1.71,5.5,348,Poor,329.0,32.27
23.4,50.1,17.0,23.4,28.5,10.6,0.89,10.2,200,Good,38.0,43.02
22.6,46.8,20.5,22.9,28.3,8.7,1.03,10.9,518,Good,35.0,26.79
37.6,83.67576585862344,17.5,42.8,37.0,19.1,2.13,3.0,602,Hazardous,417.0,13.82
35.3,66.8,25.8,35.6,43.0,14.6,1.96,4.8,666,Poor,253.0,14.11
32.8,82.7,4.4,11.3,27.7,11.4,1.58,5.2,322,Moderate,142.0,42.31
34.7,69.9,29.7,43.7,29.5,11.6,1.6,6.9,398,Moderate,144.0,33.16
31.1,59.7,29.0,47.1,24.9,10.2,2.17,4.4,822,Poor,251.0,27.03
39.4,71.0,0.6,10.8,24.7,16.2,1.25,5.0,441,Moderate,153.0,27.04
41.2,78.8,30.7,32.2,42.1,19.0,2.53,5.0,635,Poor,274.0,11.28
35.0,72.3,38.4,47.6,28.4,5.5,1.24,7.6,640,Moderate,192.0,16.48
26.9,72.7,7.5,24.3,23.9,15.1,1.67,5.2,454,Moderate,112.0,11.5
21.8,78.4,17.0,20.6,21.2,3.3,0.92,10.2,203,Good,55.0,52.2
34.6,81.4,21.9,32.1,29.6,1.9,1.19,6.9,512,Moderate,155.0,28.67
21.1,80.4,3.7,9.6,17.6,4.5,1.0,11.3,333,Good,39.0,40.12
23.7,62.5,3.6,8.4,20.1,2.5,0.94,10.3,314,Good,80.0,43.26
23.8,73.7,14.0,16.6,14.5,2.3,1.17,10.2,606,Good,99.0,37.8
35.1,80.8,47.6,59.2,27.1,12.9,1.49,6.4,611,Moderate,156.0,13.89
39.8,88.8,39.5,50.1,18.8,6.9,1.38,6.0,418,Moderate,120.0,23.38
22.1,58.9,4.9,11.3,21.9,4.2,1.03,10.3,324,Good,86.0,56.78
21.9,65.2,0.5,2.0,15.4,4.4,0.81,12.7,216,Good,74.0,40.99
27.1,66.8,11.1,15.6,16.1,5.7,0.98,11.1,346,Good,76.0,41.74
30.9,90.8,15.0,29.6,29.0,8.3,1.38,10.3,640,Moderate,106.0,36.13
25.7,50.4,2.5,14.9,33.6,10.5,1.44,7.7,600,Moderate,155.0,20.74
23.6,54.1,41.9,48.4,23.5,5.3,1.02,11.2,398,Good,94.0,56.78
41.4,86.0,25.7,35.8,39.6,4.8,1.99,6.1,449,Poor,215.0,26.44
18.9,44.5,0.2,2.7,14.5,1.5,0.92,11.5,590,Good,81.0,26.78
31.2,62.3,29.1,39.3,22.0,10.1,1.51,5.2,571,Moderate,184.0,23.49
22.6,60.0,7.4,12.9,18.8,3.9,0.89,17.1,256,Good,62.0,43.73
40.6,76.8,39.2,60.7,33.0,18.6,1.85,3.4,686,Poor,329.0,18.23
